AESTTime,Quantity,Unit
2017-10-06 18:30:00,5.0760000000000005,kWh
2017-10-06 19:00:00,5.2,kWh
2017-10-06 19:30:00,5.216,kWh
2017-10-06 20:00:00,5.343999999999999,kWh
2017-10-06 20:30:00,5.836,kWh
2017-10-06 21:00:00,5.1720000000000015,kWh
2017-10-06 21:30:00,5.46,kWh
2017-10-06 22:00:00,5.348,kWh
2017-10-06 22:30:00,5.14,kWh
2017-10-06 23:00:00,5.1720000000000015,kWh
2017-10-06 23:30:00,5.224,kWh
2017-10-07 00:00:00,5.228,kWh
2017-10-07 00:30:00,5.252000000000002,kWh
2017-10-07 01:00:00,5.38,kWh
2017-10-07 01:30:00,5.092,kWh
2017-10-07 02:00:00,5.728,kWh
2017-10-07 02:30:00,5.1160000000000005,kWh
2017-10-07 03:00:00,5.0680000000000005,kWh
2017-10-07 03:30:00,5.428,kWh
2017-10-07 04:00:00,5.148,kWh
2017-10-07 04:30:00,5.124,kWh
2017-10-07 05:00:00,5.112,kWh
2017-10-07 05:30:00,5.044,kWh
2017-10-07 06:00:00,5.0680000000000005,kWh
2017-10-07 06:30:00,5.124,kWh
2017-10-07 07:00:00,4.212,kWh
2017-10-07 07:30:00,2.98,kWh
2017-10-07 08:00:00,3.388,kWh
2017-10-07 08:30:00,2.612,kWh
2017-10-07 09:00:00,2.748,kWh
2017-10-07 09:30:00,2.128,kWh
2017-10-07 10:00:00,2.6919999999999997,kWh
2017-10-07 10:30:00,2.7039999999999997,kWh
2017-10-07 11:00:00,3.24,kWh
2017-10-07 11:30:00,2.78,kWh
2017-10-07 12:00:00,2.872,kWh
2017-10-07 12:30:00,3.08,kWh
2017-10-07 13:00:00,3.332,kWh
2017-10-07 13:30:00,3.68,kWh
2017-10-07 14:00:00,3.1839999999999997,kWh
2017-10-07 14:30:00,2.96,kWh
2017-10-07 15:00:00,3.864,kWh
2017-10-07 15:30:00,4.268,kWh
2017-10-07 16:00:00,3.772,kWh
2017-10-07 16:30:00,5.5,kWh
2017-10-07 17:00:00,6.047999999999999,kWh
2017-10-07 17:30:00,5.936,kWh
2017-10-07 18:00:00,5.684,kWh
2017-10-07 18:30:00,5.564,kWh
2017-10-07 19:00:00,5.376,kWh
2017-10-07 19:30:00,5.596,kWh
2017-10-07 20:00:00,5.232,kWh
2017-10-07 20:30:00,5.42,kWh
2017-10-07 21:00:00,5.4079999999999995,kWh
2017-10-07 21:30:00,5.3839999999999995,kWh
2017-10-07 22:00:00,5.148,kWh
2017-10-07 22:30:00,5.2120000000000015,kWh
2017-10-07 23:00:00,5.3,kWh
2017-10-07 23:30:00,5.16,kWh
2017-10-08 00:00:00,5.096,kWh
2017-10-08 00:30:00,5.104,kWh
2017-10-08 01:00:00,5.207999999999998,kWh
2017-10-08 01:30:00,5.572,kWh
2017-10-08 02:00:00,5.016,kWh
2017-10-08 02:30:00,5.2120000000000015,kWh
2017-10-08 03:00:00,5.348,kWh
2017-10-08 03:30:00,5.1,kWh
2017-10-08 04:00:00,5.12,kWh
2017-10-08 04:30:00,5.032,kWh
2017-10-08 05:00:00,5.3,kWh
2017-10-08 05:30:00,5.3839999999999995,kWh
2017-10-08 06:00:00,4.988,kWh
2017-10-08 06:30:00,4.828,kWh
2017-10-08 07:00:00,4.612,kWh
2017-10-08 07:30:00,2.932,kWh
2017-10-08 08:00:00,3.072,kWh
2017-10-08 08:30:00,2.812,kWh
2017-10-08 09:00:00,3.6639999999999997,kWh
2017-10-08 09:30:00,3.592,kWh
2017-10-08 10:00:00,2.992,kWh
2017-10-08 10:30:00,2.7760000000000002,kWh
2017-10-08 11:00:00,2.74,kWh
2017-10-08 11:30:00,4.06,kWh
2017-10-08 12:00:00,2.8360000000000003,kWh
2017-10-08 12:30:00,2.7319999999999998,kWh
2017-10-08 13:00:00,2.908,kWh
2017-10-08 13:30:00,3.252,kWh
2017-10-08 14:00:00,3.7039999999999997,kWh
2017-10-08 14:30:00,3.236,kWh
2017-10-08 15:00:00,3.3160000000000003,kWh
2017-10-08 15:30:00,3.572,kWh
2017-10-08 16:00:00,4.0280000000000005,kWh
2017-10-08 16:30:00,5.38,kWh
2017-10-08 17:00:00,5.9239999999999995,kWh
2017-10-08 17:30:00,5.324,kWh
2017-10-08 18:00:00,5.152,kWh
2017-10-08 18:30:00,5.62,kWh
2017-10-08 19:00:00,5.343999999999999,kWh
2017-10-08 19:30:00,5.144,kWh
2017-10-08 20:00:00,5.416,kWh
2017-10-08 20:30:00,5.24,kWh
2017-10-08 21:00:00,5.284,kWh
2017-10-08 21:30:00,5.148,kWh
2017-10-08 22:00:00,5.224,kWh
2017-10-08 22:30:00,5.6320000000000014,kWh
2017-10-08 23:00:00,5.247999999999998,kWh
2017-10-08 23:30:00,5.0360000000000005,kWh
2017-10-09 00:00:00,5.268,kWh
2017-10-09 00:30:00,5.18,kWh
2017-10-09 01:00:00,5.12,kWh
2017-10-09 01:30:00,5.4639999999999995,kWh
2017-10-09 02:00:00,5.324,kWh
2017-10-09 02:30:00,5.124,kWh
2017-10-09 03:00:00,5.12,kWh
2017-10-09 03:30:00,5.892,kWh
2017-10-09 04:00:00,8.656,kWh
2017-10-09 04:30:00,8.232000000000001,kWh
2017-10-09 05:00:00,7.744,kWh
2017-10-09 05:30:00,8.008,kWh
2017-10-09 06:00:00,10.304,kWh
2017-10-09 06:30:00,10.724,kWh
2017-10-09 07:00:00,15.675999999999998,kWh
2017-10-09 07:30:00,21.964000000000002,kWh
2017-10-09 08:00:00,24.291999999999998,kWh
2017-10-09 08:30:00,26.855999999999998,kWh
2017-10-09 09:00:00,25.531999999999996,kWh
2017-10-09 09:30:00,24.104,kWh
2017-10-09 10:00:00,21.84800000000001,kWh
2017-10-09 10:30:00,28.00800000000001,kWh
2017-10-09 11:00:00,34.18,kWh
2017-10-09 11:30:00,34.68,kWh
2017-10-09 12:00:00,33.052,kWh
2017-10-09 12:30:00,32.496,kWh
2017-10-09 13:00:00,48.732,kWh
2017-10-09 13:30:00,58.33600000000001,kWh
2017-10-09 14:00:00,49.06800000000001,kWh
2017-10-09 14:30:00,36.936,kWh
2017-10-09 15:00:00,25.004,kWh
2017-10-09 15:30:00,13.288,kWh
2017-10-09 16:00:00,9.2,kWh
2017-10-09 16:30:00,8.932,kWh
2017-10-09 17:00:00,7.872000000000001,kWh
2017-10-09 17:30:00,7.7520000000000024,kWh
2017-10-09 18:00:00,6.66,kWh
2017-10-09 18:30:00,6.124,kWh
2017-10-09 19:00:00,5.936,kWh
2017-10-09 19:30:00,5.324,kWh
2017-10-09 20:00:00,5.6320000000000014,kWh
2017-10-09 20:30:00,5.496,kWh
2017-10-09 21:00:00,5.3839999999999995,kWh
2017-10-09 21:30:00,5.232,kWh
2017-10-09 22:00:00,5.404,kWh
2017-10-09 22:30:00,5.86,kWh
2017-10-09 23:00:00,5.756,kWh
2017-10-09 23:30:00,5.6,kWh
2017-10-10 00:00:00,6.124,kWh
2017-10-10 00:30:00,5.6960000000000015,kWh
2017-10-10 01:00:00,5.8320000000000025,kWh
2017-10-10 01:30:00,5.64,kWh
2017-10-10 02:00:00,5.776,kWh
2017-10-10 02:30:00,5.136,kWh
2017-10-10 03:00:00,5.528,kWh
2017-10-10 03:30:00,6.608,kWh
2017-10-10 04:00:00,8.664,kWh
2017-10-10 04:30:00,8.412,kWh
2017-10-10 05:00:00,9.844,kWh
2017-10-10 05:30:00,9.44,kWh
2017-10-10 06:00:00,10.404000000000002,kWh
2017-10-10 06:30:00,10.156,kWh
2017-10-10 07:00:00,16.412,kWh
2017-10-10 07:30:00,19.715999999999998,kWh
2017-10-10 08:00:00,24.084,kWh
2017-10-10 08:30:00,27.372,kWh
2017-10-10 09:00:00,27.82,kWh
2017-10-10 09:30:00,27.324,kWh
2017-10-10 10:00:00,26.92,kWh
2017-10-10 10:30:00,28.092,kWh
2017-10-10 11:00:00,28.94400000000001,kWh
2017-10-10 11:30:00,27.148000000000003,kWh
2017-10-10 12:00:00,25.272,kWh
2017-10-10 12:30:00,24.448,kWh
2017-10-10 13:00:00,32.32,kWh
2017-10-10 13:30:00,28.928,kWh
2017-10-10 14:00:00,24.408,kWh
2017-10-10 14:30:00,18.204,kWh
2017-10-10 15:00:00,16.112000000000002,kWh
2017-10-10 15:30:00,14.296,kWh
2017-10-10 16:00:00,10.564,kWh
2017-10-10 16:30:00,9.74,kWh
2017-10-10 17:00:00,8.26,kWh
2017-10-10 17:30:00,7.188,kWh
2017-10-10 18:00:00,6.352,kWh
2017-10-10 18:30:00,5.6960000000000015,kWh
2017-10-10 19:00:00,5.272,kWh
2017-10-10 19:30:00,5.46,kWh
2017-10-10 20:00:00,5.224,kWh
2017-10-10 20:30:00,5.348,kWh
2017-10-10 21:00:00,5.356,kWh
2017-10-10 21:30:00,5.14,kWh
2017-10-10 22:00:00,5.732,kWh
2017-10-10 22:30:00,5.244,kWh
2017-10-10 23:00:00,5.34,kWh
2017-10-10 23:30:00,5.204,kWh
2017-10-11 00:00:00,5.176,kWh
2017-10-11 00:30:00,5.148,kWh
2017-10-11 01:00:00,5.26,kWh
2017-10-11 01:30:00,5.296,kWh
2017-10-11 02:00:00,5.0280000000000005,kWh
2017-10-11 02:30:00,5.4079999999999995,kWh
2017-10-11 03:00:00,5.12,kWh
2017-10-11 03:30:00,6.284,kWh
2017-10-11 04:00:00,8.84,kWh
2017-10-11 04:30:00,8.82,kWh
2017-10-11 05:00:00,9.28,kWh
2017-10-11 05:30:00,9.408,kWh
2017-10-11 06:00:00,10.184,kWh
2017-10-11 06:30:00,10.936,kWh
2017-10-11 07:00:00,13.752,kWh
2017-10-11 07:30:00,17.532,kWh
2017-10-11 08:00:00,21.872,kWh
2017-10-11 08:30:00,25.00800000000001,kWh
2017-10-11 09:00:00,25.904,kWh
2017-10-11 09:30:00,25.331999999999997,kWh
2017-10-11 10:00:00,25.06,kWh
2017-10-11 10:30:00,35.46,kWh
2017-10-11 11:00:00,44.244,kWh
2017-10-11 11:30:00,47.356,kWh
2017-10-11 12:00:00,43.88800000000001,kWh
2017-10-11 12:30:00,40.98,kWh
2017-10-11 13:00:00,40.044000000000004,kWh
2017-10-11 13:30:00,40.036,kWh
2017-10-11 14:00:00,36.38,kWh
2017-10-11 14:30:00,23.131999999999998,kWh
2017-10-11 15:00:00,19.584,kWh
2017-10-11 15:30:00,15.44,kWh
2017-10-11 16:00:00,11.672,kWh
2017-10-11 16:30:00,9.36,kWh
2017-10-11 17:00:00,7.428,kWh
2017-10-11 17:30:00,6.92,kWh
2017-10-11 18:00:00,7.604,kWh
2017-10-11 18:30:00,6.056,kWh
2017-10-11 19:00:00,5.364,kWh
2017-10-11 19:30:00,5.327999999999999,kWh
2017-10-11 20:00:00,5.224,kWh
2017-10-11 20:30:00,5.296,kWh
2017-10-11 21:00:00,4.896,kWh
2017-10-11 21:30:00,5.472,kWh
2017-10-11 22:00:00,5.256,kWh
2017-10-11 22:30:00,5.4479999999999995,kWh
2017-10-11 23:00:00,5.092,kWh
2017-10-11 23:30:00,5.324,kWh
2017-10-12 00:00:00,4.8919999999999995,kWh
2017-10-12 00:30:00,4.96,kWh
2017-10-12 01:00:00,5.207999999999998,kWh
2017-10-12 01:30:00,5.127999999999999,kWh
2017-10-12 02:00:00,4.836,kWh
2017-10-12 02:30:00,4.896,kWh
2017-10-12 03:00:00,5.5,kWh
2017-10-12 03:30:00,6.1960000000000015,kWh
2017-10-12 04:00:00,9.752,kWh
2017-10-12 04:30:00,9.812000000000001,kWh
2017-10-12 05:00:00,11.296,kWh
2017-10-12 05:30:00,11.948,kWh
2017-10-12 06:00:00,12.776,kWh
2017-10-12 06:30:00,12.864,kWh
2017-10-12 07:00:00,17.516,kWh
2017-10-12 07:30:00,21.855999999999998,kWh
2017-10-12 08:00:00,27.708000000000002,kWh
2017-10-12 08:30:00,31.0,kWh
2017-10-12 09:00:00,35.104,kWh
2017-10-12 09:30:00,33.34,kWh
2017-10-12 10:00:00,33.14,kWh
2017-10-12 10:30:00,40.324,kWh
2017-10-12 11:00:00,40.092,kWh
2017-10-12 11:30:00,37.728,kWh
2017-10-12 12:00:00,40.6,kWh
2017-10-12 12:30:00,40.064,kWh
2017-10-12 13:00:00,52.208,kWh
2017-10-12 13:30:00,50.483999999999995,kWh
2017-10-12 14:00:00,44.56399999999999,kWh
2017-10-12 14:30:00,37.111999999999995,kWh
2017-10-12 15:00:00,26.831999999999997,kWh
2017-10-12 15:30:00,16.064,kWh
2017-10-12 16:00:00,11.16,kWh
2017-10-12 16:30:00,10.628,kWh
2017-10-12 17:00:00,8.18,kWh
2017-10-12 17:30:00,7.4,kWh
2017-10-12 18:00:00,7.232,kWh
2017-10-12 18:30:00,5.956,kWh
2017-10-12 19:00:00,5.287999999999999,kWh
2017-10-12 19:30:00,5.024,kWh
2017-10-12 20:00:00,5.348,kWh
2017-10-12 20:30:00,5.016,kWh
2017-10-12 21:00:00,4.928,kWh
2017-10-12 21:30:00,4.832,kWh
2017-10-12 22:00:00,4.824,kWh
2017-10-12 22:30:00,4.88,kWh
2017-10-12 23:00:00,5.02,kWh
2017-10-12 23:30:00,5.148,kWh
2017-10-13 00:00:00,4.9,kWh
2017-10-13 00:30:00,5.188,kWh
2017-10-13 01:00:00,4.836,kWh
2017-10-13 01:30:00,4.94,kWh
2017-10-13 02:00:00,5.336,kWh
2017-10-13 02:30:00,4.832,kWh
2017-10-13 03:00:00,4.852,kWh
2017-10-13 03:30:00,5.94,kWh
2017-10-13 04:00:00,8.788,kWh
2017-10-13 04:30:00,8.98,kWh
2017-10-13 05:00:00,10.527999999999999,kWh
2017-10-13 05:30:00,10.968,kWh
2017-10-13 06:00:00,11.984000000000002,kWh
2017-10-13 06:30:00,11.6,kWh
2017-10-13 07:00:00,13.384,kWh
2017-10-13 07:30:00,16.468,kWh
2017-10-13 08:00:00,22.516,kWh
2017-10-13 08:30:00,27.968000000000004,kWh
2017-10-13 09:00:00,27.7,kWh
2017-10-13 09:30:00,30.844,kWh
2017-10-13 10:00:00,27.535999999999998,kWh
2017-10-13 10:30:00,30.116,kWh
2017-10-13 11:00:00,36.4,kWh
2017-10-13 11:30:00,31.092,kWh
2017-10-13 12:00:00,29.00800000000001,kWh
2017-10-13 12:30:00,36.424,kWh
2017-10-13 13:00:00,36.416,kWh
2017-10-13 13:30:00,34.992,kWh
2017-10-13 14:00:00,28.724,kWh
2017-10-13 14:30:00,21.844,kWh
2017-10-13 15:00:00,12.7,kWh
2017-10-13 15:30:00,8.363999999999999,kWh
2017-10-13 16:00:00,6.627999999999999,kWh
2017-10-13 16:30:00,5.8320000000000025,kWh
2017-10-13 17:00:00,6.648,kWh
2017-10-13 17:30:00,6.084,kWh
2017-10-13 18:00:00,5.096,kWh
2017-10-13 18:30:00,5.04,kWh
2017-10-13 19:00:00,5.008,kWh
2017-10-13 19:30:00,5.376,kWh
2017-10-13 20:00:00,5.984,kWh
2017-10-13 20:30:00,5.22,kWh
2017-10-13 21:00:00,5.412000000000001,kWh
2017-10-13 21:30:00,5.348,kWh
2017-10-13 22:00:00,5.376,kWh
2017-10-13 22:30:00,5.252000000000002,kWh
2017-10-13 23:00:00,5.3839999999999995,kWh
2017-10-13 23:30:00,5.38,kWh
2017-10-14 00:00:00,5.16,kWh
2017-10-14 00:30:00,5.436,kWh
2017-10-14 01:00:00,5.276,kWh
2017-10-14 01:30:00,5.1720000000000015,kWh
2017-10-14 02:00:00,5.34,kWh
2017-10-14 02:30:00,5.827999999999999,kWh
2017-10-14 03:00:00,5.812,kWh
